,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,location,default_profile,default_profile_image,profile_banner_url,profile_image_url_https,verified,age,in_following_followers,n_number_sname,size_sname,size_description,size_name,in_number_sname,Alvo,n_retweet_mean,n_favorite_mean,n_hashtags_mean,n_urls_mean,n_mentions_mean,media_size_twitter,dp_size_twitter,in_tweets_reply,n_tweet_dia,max_count_tweet_dia,count_dias_tweet,in_tweet_dia
790,> mil,1356,591,6822,6,0,0,0,0,1,1,0,> 2 years,0.4358407079646018,0,10,7,11,0.0,0,1084.9,0.465,0.04,0.045,0.705,57.38,29.339399999999998,43,5,10,77,2.5974025974025974
791,> mil,616,564,5216,2,1,1,0,0,1,1,0,> 2 years,0.9155844155844156,0,9,101,2,0.0,0,1598.885,0.18,0.14,0.065,0.8,49.955,23.66915,32,6,7,92,2.1739130434782608
792,> mil,2380,957,27355,35,0,1,0,0,1,1,0,> 2 years,0.40210084033613447,0,9,92,5,0.0,0,25.085,0.53,0.15,0.115,0.825,86.005,36.09515,40,9,15,26,7.6923076923076925
793,> mil,406,744,1006,13,1,1,1,0,1,1,0,> 2 years,1.832512315270936,0,9,0,16,0.0,0,52.685,0.04,0.105,0.085,0.805,61.455,27.991449999999997,100,2,5,154,1.2987012987012987
794,> mil,661,439,6142,0,0,0,0,0,1,1,0,> 2 years,0.6641452344931922,0,13,4,3,0.0,0,105.565,1.15,0.03,0.07,0.615,41.95,21.001000000000005,83,1,5,116,1.7241379310344827
795,> mil,512,641,1586,8,0,1,0,0,1,1,0,> 2 years,1.251953125,0,5,87,17,0.0,0,152.95,0.5,0.29,0.135,0.645,69.455,32.821400000000004,45,4,5,121,1.6528925619834711
796,> mil,585,262,16018,1,0,1,0,0,1,1,0,> 2 years,0.4478632478632479,0,10,42,6,0.0,0,557.6,0.24,0.085,0.025,0.725,61.37,28.499200000000002,24,2,11,87,2.2988505747126435
797,> mil,87,92,322,0,0,0,1,0,1,1,0,2 years,1.0574712643678161,0,8,0,13,0.0,0,636.41,0.225,0.025,0.03,0.595,66.1,28.001000000000005,50,1,4,161,1.2422360248447204
798,> mil,257,240,7090,0,0,0,1,0,1,1,0,2 years,0.933852140077821,0,11,156,10,0.0,0,399.94,0.585,0.1,0.02,0.755,69.025,33.80875,62,2,4,155,1.2903225806451613
799,> mil,824,1496,8625,17,1,1,0,0,1,1,0,> 2 years,1.8155339805825244,0,13,159,10,0.0,0,467.63,0.825,0.66,0.035,0.75,96.455,32.73045,19,2,6,135,1.4814814814814814
800,> mil,1234,532,3576,95,0,1,0,0,1,1,0,> 2 years,0.43111831442463533,0,10,146,13,0.0,0,4.43,0.435,0.15,0.17,0.9,100.295,31.884849999999997,106,1,3,169,1.183431952662722
801,mil,93,81,12,0,0,1,1,0,1,1,0,2 years,0.8709677419354839,0,10,132,18,0.0,0,141.98,0.015,0.055,0.105,0.705,74.22,35.40860000000001,77,1,5,154,1.2987012987012987
802,> mil,1908,1156,444,72,1,1,0,0,1,1,0,> 2 years,0.6058700209643606,0,13,40,14,0.0,0,13.68,0.03,0.29,0.22,0.87,75.23,32.5484,97,1,5,138,1.4492753623188406
803,> mil,1209,713,8668,0,0,1,0,0,1,1,0,> 2 years,0.5897435897435898,0,14,2,1,0.0,0,337.56,1.07,0.025,0.01,0.575,42.395,20.00795,67,2,6,131,1.5267175572519085
804,> mil,174,47,29,5,1,1,0,0,0,1,0,> 2 years,0.27011494252873564,0,13,76,11,0.0,0,0.05,0.095,0.32,0.11,0.55,81.665,29.334950000000003,88,1,4,162,1.2345679012345678
805,mil,257,144,9803,0,0,1,0,0,1,1,0,2 years,0.5603112840466926,0,14,36,15,0.0,0,2010.41,0.47,0.055,0.005,0.555,66.425,26.15875,78,7,7,101,1.9801980198019802
806,> mil,423,453,681,0,0,0,1,0,1,1,0,> 2 years,1.070921985815603,1,7,41,4,0.14285714285714285,0,486.355,0.295,0.06,0.03,0.485,56.24,26.322000000000003,26,2,9,144,1.3888888888888888
807,> mil,242,139,466,16,1,1,0,0,0,1,0,> 2 years,0.5743801652892562,0,10,31,10,0.0,0,1465.42,0.155,0.19,0.325,1.125,101.67,32.6296,38,5,5,115,1.7391304347826086
808,> mil,2622,1231,5837,63,0,1,0,0,1,1,0,> 2 years,0.469488939740656,0,13,0,9,0.0,0,68.77,2.085,0.14,0.19,0.945,75.905,36.58835,70,1,10,110,1.8181818181818181
809,> mil,484,1388,3562,12,0,1,0,0,1,1,0,> 2 years,2.8677685950413223,0,14,107,15,0.0,0,90.125,0.21,0.64,0.305,1.03,100.965,31.827799999999996,69,3,4,152,1.3157894736842106
810,> mil,423,524,3697,0,0,1,0,0,1,1,0,2 years,1.2387706855791962,4,14,24,5,0.2857142857142857,0,1003.59,1.75,0.035,0.04,0.705,59.07,23.5691,31,3,5,146,1.36986301369863
811,quinhentos,109,91,60,2,0,1,1,0,0,1,0,2 years,0.8348623853211009,0,11,151,12,0.0,0,23.125,0.285,0.315,0.28,0.485,100.655,28.359499999999997,51,4,8,114,1.7543859649122806
812,> mil,618,453,15626,3,0,1,0,0,1,1,0,> 2 years,0.7330097087378641,0,8,128,12,0.0,0,22.035,1.025,0.525,0.22,3.095,106.35,32.734,31,4,17,70,2.857142857142857
813,> mil,1439,1591,6761,91,1,1,0,0,1,1,0,> 2 years,1.1056289089645588,0,8,139,11,0.0,0,41.005,0.565,0.115,0.13,1.29,80.125,33.50125,116,4,7,94,2.127659574468085
814,> mil,4126,4094,2170,195,1,1,0,0,1,1,0,> 2 years,0.9922443044110518,0,9,117,11,0.0,0,17.455,0.41,0.415,0.36,0.665,80.155,32.37275,64,1,5,141,1.4184397163120568
815,mil,31,45,155,0,0,1,0,0,1,1,0,2 years,1.4516129032258065,0,12,67,7,0.0,0,4478.075,0.135,0.075,0.105,0.41,60.78,29.474800000000002,42,1,5,127,1.5748031496062993
816,> mil,534,860,41,22,1,1,0,0,0,1,0,> 2 years,1.6104868913857677,0,10,118,10,0.0,0,103.93,0.095,0.23,0.22,0.83,89.305,29.84195,58,1,5,154,1.2987012987012987
817,> mil,568,387,15599,1,1,1,0,0,1,1,0,> 2 years,0.6813380281690141,0,11,0,4,0.0,0,1427.72,0.1,0.05,0.16,0.765,69.76,27.8512,22,2,8,75,2.6666666666666665
818,> mil,2902,660,1619,34,1,1,0,0,1,1,0,> 2 years,0.22742935906271536,0,14,49,6,0.0,0,39.14,0.345,0.12,0.085,0.705,69.075,34.0755,56,2,14,37,5.405405405405405
819,> mil,877,655,6643,5,1,1,0,0,1,1,0,> 2 years,0.7468643101482326,0,10,89,4,0.0,0,274.665,0.39,0.61,0.055,0.46,62.845,33.3464,11,1,13,60,3.3333333333333335
820,> mil,387,1108,812,17,1,0,1,0,1,1,0,> 2 years,2.863049095607235,0,15,156,13,0.0,0,34.04,0.04,1.5,0.645,1.315,119.635,22.42005,16,1,10,112,1.7857142857142858
821,quinhentos,73,473,236,2,0,1,0,0,1,1,0,> 2 years,6.47945205479452,0,12,0,11,0.0,0,170.96,0.06,0.505,0.465,1.26,96.655,33.9226,81,5,10,88,2.272727272727273
822,> mil,113,329,99,3,0,0,1,0,0,1,0,> 2 years,2.911504424778761,0,10,0,10,0.0,0,16.705,0.2,0.215,0.065,1.055,94.155,29.1888,120,2,3,166,1.2048192771084338
823,quinhentos,266,1413,169,0,0,1,1,0,1,1,0,2 years,5.31203007518797,1,11,103,8,0.09090909090909091,0,889.185,0.22,0.55,0.035,1.02,83.77,33.8854,51,4,7,104,1.9230769230769231
824,> mil,3975,1803,14566,153,1,1,0,0,1,1,0,> 2 years,0.45358490566037735,0,12,94,19,0.0,0,4.32,0.575,0.33,0.375,0.53,104.455,33.6922,28,10,16,23,8.695652173913043
825,> mil,123,320,1426,0,0,1,0,0,1,1,0,> 2 years,2.6016260162601625,0,9,53,13,0.0,0,35.715,0.075,0.26,0.01,0.265,60.765,24.4721,18,1,7,126,1.5873015873015872
826,> mil,834,264,34,28,1,1,0,0,1,1,0,> 2 years,0.31654676258992803,0,8,152,9,0.0,0,21.23,0.34,0.25,0.15,0.945,87.025,30.1065,100,3,6,147,1.3605442176870748
827,> mil,131,147,5506,5,0,1,0,0,1,1,0,> 2 years,1.1221374045801527,0,10,44,18,0.0,0,52.73,0.445,0.045,0.015,0.66,69.77,33.4863,73,3,5,122,1.639344262295082
828,> mil,255,300,5586,1,0,0,0,0,1,1,0,> 2 years,1.1764705882352942,4,15,64,5,0.26666666666666666,0,429.945,1.285,0.595,0.055,0.87,77.225,34.434,60,2,4,131,1.5267175572519085
829,> mil,321,226,3930,0,0,1,0,0,1,1,0,> 2 years,0.7040498442367601,1,12,20,6,0.08333333333333333,0,21.035,0.235,0.06,0.14,0.32,50.78,26.1492,48,2,5,145,1.3793103448275863
830,> mil,79,264,75,2,0,1,0,0,1,1,0,> 2 years,3.3417721518987342,0,6,70,18,0.0,0,440.545,0.025,0.415,0.07,0.7,79.365,32.0888,34,3,5,138,1.4492753623188406
831,> mil,1558,625,5323,52,1,1,0,0,1,1,0,> 2 years,0.4011553273427471,0,12,160,9,0.0,0,6.795,1.735,0.06,0.065,0.895,77.665,31.284900000000004,93,2,5,110,1.8181818181818181
832,> mil,1137,282,21157,0,1,1,0,0,1,1,0,> 2 years,0.24802110817941952,1,14,21,3,0.07142857142857142,0,149.455,1.715,0.02,0.035,0.895,57.26,25.7168,82,2,4,132,1.5151515151515151
833,> mil,129,123,2041,3,0,1,1,0,1,1,0,2 years,0.9534883720930233,0,10,12,14,0.0,0,462.11,0.465,0.04,0.035,0.69,65.535,27.535249999999998,40,1,6,136,1.4705882352941178
834,> mil,287,276,8749,1,0,0,0,0,1,1,0,> 2 years,0.9616724738675958,0,10,115,5,0.0,0,66.22,0.575,0.02,0.025,0.23,51.605,24.71575,16,3,5,131,1.5267175572519085
835,> mil,166,118,8468,0,1,1,1,0,1,1,0,2 years,0.7108433734939759,3,11,120,7,0.2727272727272727,0,9.945,0.405,0.33,0.135,0.93,58.14,27.0396,102,2,14,60,3.3333333333333335
836,> mil,2199,465,4639,44,1,0,0,0,1,1,0,> 2 years,0.21145975443383355,0,14,14,1,0.0,0,75.065,0.225,0.055,0.035,0.965,67.45,36.144,130,4,12,42,4.761904761904762
837,> mil,150,53,4836,0,0,1,1,0,1,1,0,2 years,0.35333333333333333,0,14,43,4,0.0,0,24016.62,0.09,0.14,0.085,0.905,71.73,31.113000000000003,18,1,6,136,1.4705882352941178
838,> mil,79,179,329,0,0,1,0,0,0,1,0,> 2 years,2.2658227848101267,0,8,0,8,0.0,0,744.82,0.095,0.06,0.045,0.965,83.715,37.657900000000005,97,1,4,164,1.2195121951219512
839,> mil,535,331,4470,0,0,0,0,0,1,1,0,> 2 years,0.6186915887850467,0,11,19,7,0.0,0,42.76,1.225,0.025,0.005,0.71,47.45,21.6745,122,1,5,138,1.4492753623188406
840,> mil,252,889,345,3,0,0,0,0,1,1,0,> 2 years,3.5277777777777777,0,10,60,11,0.0,0,200.97,0.03,0.58,0.375,0.915,83.685,35.17075,54,2,5,150,1.3333333333333333
841,> mil,5363,667,6682,88,1,0,0,0,1,1,0,2 years,0.12437068804773448,0,10,19,5,0.0,0,959.225,0.085,0.215,0.085,0.8,62.955,33.285999999999994,51,2,11,63,3.1746031746031744
842,> mil,6817,311,12137,36,0,0,0,0,1,1,0,2 years,0.04562124101510929,0,11,35,1,0.0,0,2598.1,0.115,0.455,0.045,0.945,54.49,28.707400000000003,100,12,16,38,5.2631578947368425
843,> mil,599,901,869,5,0,1,0,0,1,1,0,> 2 years,1.5041736227045075,0,10,124,7,0.0,0,92.975,0.215,0.41,0.155,0.985,97.785,31.85005,32,1,7,147,1.3605442176870748
844,> mil,16186,5242,22044,243,0,1,0,0,1,1,0,2 years,0.32386012603484493,0,6,142,6,0.0,0,4250.57,0.205,0.32,0.06,1.025,65.53,30.870699999999996,25,5,18,40,5.0
845,> mil,854,556,216,12,1,1,0,0,1,1,0,> 2 years,0.6510538641686182,0,10,113,11,0.0,0,56.29,0.725,0.18,0.185,1.305,80.655,35.605,108,4,13,91,2.197802197802198
846,> mil,1283,734,8612,20,0,1,0,0,1,1,0,> 2 years,0.5720966484801248,0,15,77,2,0.0,0,967.665,0.355,0.135,0.095,0.76,50.72,30.357200000000002,47,2,8,91,2.197802197802198
847,> mil,227,338,28,10,0,1,0,0,0,1,0,> 2 years,1.4889867841409692,0,13,153,14,0.0,0,4.825,0.02,0.275,0.165,0.525,91.25,32.135,48,1,3,172,1.1627906976744187
848,> mil,1273,1898,3326,4,1,1,0,0,1,1,0,> 2 years,1.4909662215239592,0,14,110,7,0.0,0,1293.22,0.19,0.13,0.06,0.635,70.195,26.7467,29,3,8,108,1.8518518518518519
849,> mil,2407,526,3951,36,1,1,0,0,1,1,0,2 years,0.21852928957208143,0,13,65,9,0.0,0,3364.42,0.555,0.32,0.035,1.28,62.64,30.654399999999995,88,6,14,45,4.444444444444445
850,> mil,859,1588,11185,1,0,1,0,0,1,1,0,2 years,1.848661233993015,0,13,116,13,0.0,0,690.165,0.03,0.645,0.15,0.77,55.06,24.7296,47,6,16,78,2.5641025641025643
851,> mil,212,185,5120,4,1,1,0,0,1,1,0,> 2 years,0.8726415094339622,0,9,38,20,0.0,0,20.54,0.855,0.05,0.09,0.19,85.215,33.97855,15,1,7,109,1.834862385321101
852,> mil,302,232,2047,5,0,0,0,0,1,1,0,2 years,0.7682119205298014,0,13,67,6,0.0,0,2309.42,0.155,0.01,0.01,0.46,49.505,23.701349999999998,78,3,8,98,2.0408163265306123
853,> mil,522,793,1102,4,0,1,1,0,1,1,0,2 years,1.5191570881226053,0,11,143,14,0.0,0,359.125,0.105,1.565,0.505,0.96,110.52,30.784400000000005,13,1,17,95,2.1052631578947367
854,quinhentos,149,153,9,0,0,1,1,0,1,1,0,2 years,1.0268456375838926,1,11,148,17,0.09090909090909091,0,65.775,0.025,0.515,0.05,1.06,67.92,35.2712,31,3,10,95,2.1052631578947367
855,> mil,141,140,831,0,0,0,1,0,1,1,0,2 years,0.9929078014184397,4,8,76,11,0.5,0,11.95,0.495,0.015,0.025,0.445,45.905,25.158849999999997,53,1,9,111,1.8018018018018018
856,> mil,332,833,1862,45,0,1,0,0,1,1,0,> 2 years,2.5090361445783134,0,10,74,4,0.0,0,97.425,0.115,0.035,0.01,0.575,68.43,30.674400000000002,80,4,9,65,3.076923076923077
857,> mil,642,1996,7114,3,1,1,0,0,1,1,0,2 years,3.1090342679127727,0,10,48,19,0.0,0,264.75,0.215,0.135,0.1,0.155,69.595,28.472849999999998,17,1,8,76,2.6315789473684212
858,> mil,226,186,9190,0,1,1,0,0,1,1,0,2 years,0.8230088495575221,0,14,21,16,0.0,0,1998.68,0.43,0.11,0.05,0.75,57.275,21.050749999999997,15,2,4,131,1.5267175572519085
859,> mil,179,271,710,0,0,1,0,0,0,1,0,> 2 years,1.5139664804469273,2,15,42,14,0.13333333333333333,0,371.715,0.63,0.315,0.025,0.445,60.155,26.0098,35,2,4,131,1.5267175572519085
860,> mil,344,383,10042,4,0,0,1,0,1,1,0,> 2 years,1.1133720930232558,0,14,33,5,0.0,0,2351.09,0.61,0.03,0.02,0.71,56.485,23.09745,33,1,5,106,1.8867924528301887
861,> mil,71,181,3501,4,0,1,0,0,1,1,0,> 2 years,2.5492957746478875,2,10,82,6,0.2,0,391.08,0.07,0.215,0.05,0.6,61.87,36.2979,48,2,5,133,1.5037593984962405
862,> mil,608,483,1011,18,1,1,0,0,1,1,0,> 2 years,0.7944078947368421,0,8,73,11,0.0,0,77.495,0.315,0.13,0.2,0.49,60.93,28.642299999999995,60,1,4,158,1.2658227848101267
863,> mil,9527,887,3363,15,1,1,0,0,1,1,0,> 2 years,0.0931038102235751,0,13,65,5,0.0,0,157.175,0.615,0.265,0.095,0.9,82.535,32.46035,125,9,17,59,3.389830508474576
864,> mil,819,758,294,2,0,1,1,0,1,1,0,2 years,0.9255189255189256,0,7,120,15,0.0,0,475.02,0.065,0.06,0.055,0.905,65.445,27.190699999999996,24,4,23,45,4.444444444444445
865,> mil,2746,2547,2901,14,0,1,0,0,1,1,0,> 2 years,0.9275309541150765,0,13,160,10,0.0,0,148.445,0.535,0.735,0.13,1.175,83.245,31.339700000000004,87,3,5,143,1.3986013986013985
866,> mil,521,605,879,7,1,1,0,0,1,1,0,> 2 years,1.161228406909789,0,13,33,14,0.0,0,4841.39,0.035,0.565,0.035,0.545,71.945,27.5817,14,1,57,71,2.816901408450704
867,> mil,370,266,5596,1,0,0,1,0,1,1,0,2 years,0.7189189189189189,0,14,9,8,0.0,0,1686.43,0.495,0.085,0.11,0.925,51.675,28.303500000000003,49,2,3,156,1.2820512820512822
868,> mil,361,349,3022,6,0,1,0,0,1,1,0,> 2 years,0.9667590027700831,2,10,31,9,0.2,0,287.575,0.315,0.36,0.135,0.42,67.625,32.57375,15,1,4,143,1.3986013986013985
869,quinhentos,23,147,1638,2,0,1,1,0,1,1,0,2 years,6.391304347826087,0,13,139,13,0.0,0,341.01,0.38,0.75,0.085,2.305,106.95,30.456999999999997,68,2,48,102,1.9607843137254901
870,mil,144,273,28,5,1,1,0,0,1,1,0,> 2 years,1.8958333333333333,0,8,0,8,0.0,0,2.805,0.045,0.045,0.14,0.195,72.895,32.5424,22,2,3,185,1.0810810810810811
871,> mil,557,349,318,14,1,1,0,0,1,1,0,> 2 years,0.6265709156193896,0,10,159,3,0.0,0,741.48,0.105,1.155,0.34,0.89,99.46,29.337200000000003,12,4,19,50,4.0
872,> mil,2634,888,784,186,1,1,0,0,1,1,0,> 2 years,0.33712984054669703,0,11,144,15,0.0,0,90.705,0.44,0.33,0.3,1.17,110.57,23.744600000000002,99,5,7,114,1.7543859649122806
873,> mil,206,356,1620,20,1,1,1,0,1,1,0,> 2 years,1.7281553398058251,0,6,63,7,0.0,0,154.915,0.05,0.44,0.125,1.12,92.685,33.90335,93,1,5,162,1.2345679012345678
874,> mil,48,172,131,0,0,1,1,0,0,1,0,2 years,3.5833333333333335,4,7,65,16,0.5714285714285714,0,411.275,0.085,0.365,0.215,1.1,103.47,30.092399999999998,28,3,6,141,1.4184397163120568
875,> mil,128,117,658,0,0,0,0,0,1,1,0,> 2 years,0.9140625,0,11,56,13,0.0,0,1866.545,0.335,0.055,0.015,0.715,54.655,24.242199999999993,63,1,7,141,1.4184397163120568
876,> mil,458,603,1832,9,1,1,0,0,1,1,0,> 2 years,1.3165938864628821,2,10,79,13,0.2,0,7.405,0.835,0.165,0.085,1.105,74.315,29.7113,113,3,9,113,1.7699115044247788
877,> mil,1247,740,49185,2,0,0,0,0,1,1,0,2 years,0.5934242181234964,0,15,74,7,0.0,0,6082.525,0.195,0.745,0.04,0.955,71.49,32.4884,78,13,25,36,5.555555555555555
878,mil,543,445,514,9,1,1,1,0,1,1,0,> 2 years,0.8195211786372008,0,8,69,14,0.0,0,97.505,0.64,0.145,0.285,0.65,70.0,31.27,50,1,4,160,1.25
879,> mil,325,205,12164,1,1,1,0,0,1,1,0,2 years,0.6307692307692307,0,13,132,18,0.0,0,8900.95,0.195,0.48,0.055,0.92,64.975,30.292,73,11,11,104,1.9230769230769231
880,> mil,269,183,14472,30,0,0,0,0,1,1,0,2 years,0.6802973977695167,0,14,18,16,0.0,0,370.715,2.67,0.12,0.025,0.47,69.975,32.53274999999999,40,1,9,121,1.6528925619834711
881,> mil,3030,283,68,106,1,1,0,0,1,1,0,> 2 years,0.0933993399339934,2,6,70,2,0.3333333333333333,0,64.485,0.21,0.155,0.085,1.345,73.985,32.93305,145,3,11,48,4.166666666666667
882,> mil,558,674,6414,50,1,1,0,0,0,1,0,> 2 years,1.2078853046594982,0,11,136,17,0.0,0,62.32,0.485,0.065,0.08,1.205,86.425,34.5265,155,6,12,44,4.545454545454546
883,> mil,270,264,2163,6,0,1,1,0,1,1,0,> 2 years,0.9777777777777777,0,15,0,15,0.0,0,359.21,0.15,0.455,0.285,1.115,99.81,26.3704,63,3,4,142,1.408450704225352
884,> mil,785,550,9166,8,0,0,0,0,1,1,0,> 2 years,0.7006369426751592,0,15,7,6,0.0,0,402.225,0.245,0.05,0.105,0.545,48.63,28.1408,45,2,6,90,2.2222222222222223
885,> mil,1341,1971,5011,37,1,1,0,0,1,1,0,> 2 years,1.4697986577181208,0,6,157,17,0.0,0,6.38,0.25,0.1,0.09,1.07,64.92,29.392799999999998,142,2,5,98,2.0408163265306123
886,> mil,702,367,7058,1,1,1,0,0,1,1,0,> 2 years,0.5227920227920227,0,12,63,15,0.0,0,143.505,0.545,0.03,0.025,0.715,46.965,21.7529,62,1,6,113,1.7699115044247788
887,> mil,1209,378,629,80,1,0,0,0,1,1,0,> 2 years,0.31265508684863524,0,15,58,5,0.0,0,73.255,0.985,0.34,0.465,0.7,65.905,27.0879,71,3,6,153,1.3071895424836601
888,> mil,287,904,4728,7,0,1,0,0,1,1,0,> 2 years,3.1498257839721253,2,11,42,6,0.18181818181818182,0,273.87,0.13,0.21,0.075,0.875,71.78,32.518,84,2,7,93,2.150537634408602
889,> mil,29,16,188,5,1,1,0,0,1,1,0,> 2 years,0.5517241379310345,0,12,64,15,0.0,0,0.035,0.19,0.025,0.0,1.03,60.45,20.744,138,18,22,60,3.3333333333333335
890,> mil,168,403,524,5,0,1,0,0,1,1,0,> 2 years,2.3988095238095237,0,7,20,3,0.0,0,255.23,0.1,0.23,0.485,0.83,83.94,31.5348,39,3,8,106,1.8867924528301887
891,> mil,657,398,16705,1,0,0,1,0,1,1,0,2 years,0.6057838660578386,0,11,39,8,0.0,0,1534.605,0.295,0.12,0.145,0.87,63.245,28.13625,40,3,10,85,2.3529411764705883
892,> mil,545,458,1038,0,0,1,1,0,1,1,0,2 years,0.8403669724770643,4,14,62,11,0.2857142857142857,0,175.88,1.47,0.065,0.045,0.57,53.715,27.10085,45,1,4,148,1.3513513513513513
893,> mil,132,621,1037,1,0,1,0,0,1,1,0,> 2 years,4.704545454545454,0,12,77,13,0.0,0,75.705,0.03,0.06,0.035,0.565,68.345,30.92295,61,2,6,144,1.3888888888888888
894,mil,51,152,775,2,0,0,1,0,1,1,0,2 years,2.980392156862745,0,12,0,16,0.0,0,2069.87,0.02,1.1,0.285,1.195,103.67,32.506099999999996,48,1,21,95,2.1052631578947367
895,> mil,223,177,1129,0,0,0,0,0,1,1,0,> 2 years,0.7937219730941704,0,10,0,4,0.0,0,1666.08,0.47,0.065,0.02,0.56,51.91,26.505599999999994,54,3,5,147,1.3605442176870748
896,> mil,535,375,1596,11,1,1,0,0,1,1,0,> 2 years,0.7009345794392523,0,3,31,14,0.0,0,38.69,0.44,0.1,0.21,0.755,83.28,31.79,73,1,3,171,1.1695906432748537
897,> mil,934,387,98,18,1,0,0,0,1,1,0,> 2 years,0.4143468950749465,0,11,0,13,0.0,0,1.04,0.15,0.165,0.23,0.795,86.03,34.9694,54,6,10,46,4.3478260869565215
898,> mil,484,475,4318,1,1,1,0,0,1,1,0,> 2 years,0.981404958677686,0,11,159,10,0.0,0,147.075,0.065,0.14,0.08,0.54,67.275,28.42425,38,1,12,88,2.272727272727273
899,> mil,116,87,46,1,0,0,1,0,0,1,0,> 2 years,0.75,0,5,0,5,0.0,0,2.75,0.055,0.005,0.005,1.295,63.29,29.212200000000003,184,9,9,89,2.247191011235955
900,> mil,458,455,2071,0,0,0,0,0,1,1,0,> 2 years,0.9934497816593887,0,8,0,7,0.0,0,1026.6,0.875,0.135,0.02,0.64,55.0,25.17,31,1,5,166,1.2048192771084338
901,> mil,411,831,40,4,1,1,1,0,0,1,0,> 2 years,2.021897810218978,0,11,63,14,0.0,0,17.985,0.01,0.125,0.145,0.61,80.495,32.77975,59,5,15,136,1.4705882352941178
902,> mil,336,312,19,12,1,1,0,0,1,1,0,> 2 years,0.9285714285714286,0,11,138,14,0.0,0,83.46,0.175,0.2,0.295,0.46,99.31,27.6783,22,3,4,159,1.2578616352201257
903,> mil,349,392,2411,0,0,1,1,0,1,1,0,> 2 years,1.1232091690544412,2,14,79,8,0.14285714285714285,0,928.615,0.315,0.19,0.065,0.885,64.47,28.9146,37,1,5,150,1.3333333333333333
904,> mil,451,406,5188,3,1,0,0,0,1,1,0,> 2 years,0.9002217294900222,0,9,95,5,0.0,0,63.08,0.31,0.14,0.035,0.365,56.165,27.11305,28,1,5,146,1.36986301369863
905,> mil,591,525,5740,1,1,1,0,0,1,1,0,> 2 years,0.8883248730964467,0,12,18,9,0.0,0,502.33,0.555,0.05,0.145,0.64,53.785,24.797050000000002,56,1,5,124,1.6129032258064515
906,> mil,324,292,5131,1,0,0,0,0,1,1,0,2 years,0.9012345679012346,0,9,4,8,0.0,0,412.415,1.23,0.14,0.055,0.495,46.76,21.7612,53,4,7,94,2.127659574468085
907,> mil,186,171,4201,0,0,0,1,0,1,1,0,2 years,0.9193548387096774,0,10,33,6,0.0,0,1301.99,0.67,0.1,0.055,0.755,50.045,28.46625,39,2,5,147,1.3605442176870748
908,> mil,555,505,11690,0,0,0,1,0,1,1,0,2 years,0.9099099099099099,0,12,0,14,0.0,0,360.095,0.915,0.01,0.08,0.86,47.93,24.163199999999996,101,9,12,64,3.125
909,> mil,1846,776,319,65,1,1,0,0,1,1,1,> 2 years,0.42036836403033584,0,13,77,14,0.0,0,2.635,0.55,0.165,0.215,0.525,93.205,28.901149999999998,25,3,5,145,1.3793103448275863
910,> mil,850,399,13703,0,0,1,0,0,1,1,0,> 2 years,0.46941176470588236,0,9,0,4,0.0,0,595.945,1.585,0.01,0.02,0.675,51.585,25.04615,26,2,7,139,1.4388489208633093
911,> mil,291,295,2275,1,1,1,0,0,1,1,0,> 2 years,1.013745704467354,0,13,80,12,0.0,0,332.135,0.165,0.505,0.555,0.31,77.495,29.8849,33,1,7,150,1.3333333333333333
912,> mil,88,95,135,1,1,1,0,0,1,1,0,> 2 years,1.0795454545454546,0,11,41,18,0.0,0,402.605,0.1,0.22,0.245,0.675,73.01,34.510799999999996,81,6,21,93,2.150537634408602
913,> mil,124,112,4349,0,0,1,0,0,1,1,0,2 years,0.9032258064516129,0,11,24,5,0.0,0,4934.345,0.41,0.06,0.02,0.335,54.11,24.6686,26,1,5,138,1.4492753623188406
914,> mil,300,193,54,8,1,1,0,0,1,1,0,> 2 years,0.6433333333333333,0,8,22,12,0.0,0,0.32,0.08,0.07,0.065,0.34,75.055,35.69105,42,4,4,168,1.1904761904761905
915,> mil,421,785,1778,0,0,1,1,0,1,1,0,> 2 years,1.8646080760095012,0,13,20,11,0.0,0,1164.32,0.355,0.045,0.05,0.72,71.43,29.088800000000003,39,6,6,129,1.550387596899225
916,mil,142,93,50,3,1,1,1,0,1,1,0,> 2 years,0.6549295774647887,0,11,80,14,0.0,0,62.465,0.115,0.43,0.455,0.995,114.87,25.4577,84,2,3,163,1.2269938650306749
917,> mil,95,92,3079,0,1,0,0,0,1,1,0,> 2 years,0.968421052631579,2,6,42,5,0.3333333333333333,0,673.095,0.245,0.085,0.04,0.59,70.39,27.084600000000002,31,3,5,111,1.8018018018018018
918,> mil,292,634,2503,1,0,0,0,0,1,1,0,> 2 years,2.171232876712329,0,10,110,3,0.0,0,993.86,0.32,0.05,0.055,0.785,46.265,23.597399999999997,68,2,4,154,1.2987012987012987
919,> mil,183,120,390,3,1,1,0,0,1,1,0,> 2 years,0.6557377049180327,0,10,47,14,0.0,0,83.43,0.11,0.425,0.09,0.27,50.62,23.0016,25,1,3,178,1.1235955056179776
920,> mil,315,319,595,2,0,1,0,0,1,1,0,> 2 years,1.0126984126984127,0,13,28,9,0.0,0,19.75,0.095,0.51,0.19,0.135,97.805,31.240600000000004,38,1,4,164,1.2195121951219512
